ParentCommit	ChildCommit	Comment
1fc9e391e71247fb96c13e6bc7797597964df8f8	1fc9e391e71247fb96c13e6bc7797597964df8f8	do not download  download latest stable from  downloads  tab minor seo changes  removed two chars from seocharactertable     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401128 
1fc9e391e71247fb96c13e6bc7797597964df8f8	97ca101a466c6bdea4ff10b7df5b65d7efb8518b	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401278 
1fc9e391e71247fb96c13e6bc7797597964df8f8	2a1b3ebf51d13e04d8972002f23a86b6641d21f4	do not download  download latest stable from  downloads  tab minor wishlist page changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401267 
1fc9e391e71247fb96c13e6bc7797597964df8f8	15e5dcb9bced4f7f2d34ae7f0861e198fb8628b3	do not download  download latest stable from  downloads  tab minor changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401266 
1fc9e391e71247fb96c13e6bc7797597964df8f8	846ed81b802fb7c405b5fe4d55c3c8c640e37949	do not download  download latest stable from  downloads  tab minor ioc di changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401265 
1fc9e391e71247fb96c13e6bc7797597964df8f8	07dfe0e9c5294d2ee303d158a233425661c70c33	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401261 
1fc9e391e71247fb96c13e6bc7797597964df8f8	1a2677e172980adf053acb159f13c8b27a2fe498	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401260 
1fc9e391e71247fb96c13e6bc7797597964df8f8	1594f16da7892099b4df1910936f67dfc826e737	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401259 
1fc9e391e71247fb96c13e6bc7797597964df8f8	010134a2648ef52373f42fa56d558da56cb98242	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401258 
1fc9e391e71247fb96c13e6bc7797597964df8f8	8715e5921afe0b359e944d485b8f54e85801618a	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401246 
1fc9e391e71247fb96c13e6bc7797597964df8f8	ff976efdcd52e80335d2605dbf8eb4a879f27dce	do not download  download latest stable from  downloads  tab minor css changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401235 
1fc9e391e71247fb96c13e6bc7797597964df8f8	2c75e78e1ffd96fa41dbe2706f387901e5cfe1ef	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401209 
1fc9e391e71247fb96c13e6bc7797597964df8f8	f2198bb6ecc31365d0f0948c9dcd9a4645bfea36	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401208 
1fc9e391e71247fb96c13e6bc7797597964df8f8	c72bb23a2076fbdfc1b5d21aee42c93b4b6cb7d9	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401105 
1fc9e391e71247fb96c13e6bc7797597964df8f8	d08384b0be3c3996dc46aff9c2b7d0ab0247924d	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401096 
1fc9e391e71247fb96c13e6bc7797597964df8f8	187a32ce2b9b20c7f4a4de361145e51dcf9b5821	do not download  download latest stable from  downloads  tab minor topic seo changes  topicpage ascx cs     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401093 
1fc9e391e71247fb96c13e6bc7797597964df8f8	12bffdfe6cdad603c751d7398fbf147e8298ccbf	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401088 
1fc9e391e71247fb96c13e6bc7797597964df8f8	e88fd2010b89d24efc4fd51ec0608a9f894f203f	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401080 
1fc9e391e71247fb96c13e6bc7797597964df8f8	9f6af538cab9907709e2eae949644058fd4d3b94	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401053 
1fc9e391e71247fb96c13e6bc7797597964df8f8	86ec886f934fccc59667725848f3fab6da70597e	do not download  download latest stable from  downloads  tab minor forum changes  user latest posts     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401050 
1fc9e391e71247fb96c13e6bc7797597964df8f8	c53c7b76d19e0cc74aea70e638c5e4b0a9c85d05	do not download  download latest stable from  downloads  tab minor fedex changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401040 
1fc9e391e71247fb96c13e6bc7797597964df8f8	00e45da5142186b87f646c5c2a75768f177b866e	do not download  download latest stable from  downloads  tab minor changes  tax configuration     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401024 
1fc9e391e71247fb96c13e6bc7797597964df8f8	b69feea781239c70542f3806a78807a4b9dccdc4	do not download  download latest stable from  downloads  tab minor changes  shipping configuration     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401023 
1fc9e391e71247fb96c13e6bc7797597964df8f8	e02136e0e01d18d4a9f5c38aa88a95c6d313ee59	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401021 
1fc9e391e71247fb96c13e6bc7797597964df8f8	50d0dd340293d536b55aaf6f2d053c7661e8dd3f	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401020 
1fc9e391e71247fb96c13e6bc7797597964df8f8	d6a1b7725ef850a13c6ba31d3c5bb83ac5ca029d	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401019 
1fc9e391e71247fb96c13e6bc7797597964df8f8	2526c7a9715455be3047ff705848ba1b5c1d7475	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401018 
1fc9e391e71247fb96c13e6bc7797597964df8f8	c7aba064388aea5f953b077fb1b85567350973cd	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401017 
1fc9e391e71247fb96c13e6bc7797597964df8f8	7c24753926a6da50569e7b814e923cc3e241fc3e	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401016 
1fc9e391e71247fb96c13e6bc7797597964df8f8	51bbce7cb9f704925e274c66cb32813850080c5c	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401015 
1fc9e391e71247fb96c13e6bc7797597964df8f8	37dd04ed47cce432dfab3b904090ba52e57bc6d1	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401010 
1fc9e391e71247fb96c13e6bc7797597964df8f8	bf9943fc50050122d7e4618e40c3c5e2d933c99d	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40979 
1fc9e391e71247fb96c13e6bc7797597964df8f8	207b40fa355ffd197b43a8e484e415dc24fcca99	do not download  download latest stable from  downloads  tab minor seohelper changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40966 
1fc9e391e71247fb96c13e6bc7797597964df8f8	16969578d84277482e409b62bd24552754c392ae	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40954 
1fc9e391e71247fb96c13e6bc7797597964df8f8	2c7c1dc06c3c6f46753390a9ff781fdb9d180abe	do not download  download latest stable from  downloads  tab minor poll changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40953 
1fc9e391e71247fb96c13e6bc7797597964df8f8	5e4f0c8966bf1ba3042c343f636585fac5b1dfe8	do not download  download latest stable from  downloads  tab   minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40900 
1fc9e391e71247fb96c13e6bc7797597964df8f8	1b44d71e90282142cc53ee7b373c87630376d23c	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40892 
d46d8be78c35b9ad95f2d803b697713e6a368c63	d46d8be78c35b9ad95f2d803b697713e6a368c63	do not download  download latest stable from  downloads  tab negative price adjustment support for product variant attributes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401126 
d46d8be78c35b9ad95f2d803b697713e6a368c63	6498f071047fb85f5127715cab7e5f646a23efd0	do not download  download latest stable from  downloads  tab  call for price  option    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40973 
7e7f027e0d57bf5c32d17fbd2df71a551a22f5bd	7e7f027e0d57bf5c32d17fbd2df71a551a22f5bd	do not download  download latest stable from  downloads  tab allow store owner to search lcoale string resources    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401122 
7e7f027e0d57bf5c32d17fbd2df71a551a22f5bd	b7371a98d90f420e7157b0c4fe1ee09b6e13e54f	do not download  download latest stable from  downloads  tab allow store owner to download a backup    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401107 
7e7f027e0d57bf5c32d17fbd2df71a551a22f5bd	62bb5babd23703fcbbbc6ce5538a270648b058b4	do not download  download latest stable from  downloads  tab allow store owner to to search or  goto  a product by entering the sku     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40964 
7e7f027e0d57bf5c32d17fbd2df71a551a22f5bd	3c66b9818c17707ad12d3ec7818c7f3e6886c1fd	do not download  download latest stable from  downloads  tab allow store owner to manage newsletter subscription list    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40901 
529385d377121b0aa3a48eed04dfd75c22a8aa17	529385d377121b0aa3a48eed04dfd75c22a8aa17	do not download  download latest stable from  downloads  tab added advanced search hyperlink to the main forum page    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401116 
529385d377121b0aa3a48eed04dfd75c22a8aa17	2d39904990c40016174420ec1e1948c719783111	do not download  download latest stable from  downloads  tab forums  advanced search    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40977 
5940584ab375246e8ab04360c9aaf01115cc4ade	5940584ab375246e8ab04360c9aaf01115cc4ade	do not download  download latest stable from  downloads  tab display customer email on  customer reports  page  admin area     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401112 
5940584ab375246e8ab04360c9aaf01115cc4ade	938ce9434202cd393081f12c69f0f9882a975d58	do not download  download latest stable from  downloads  tab created  warnings  page  admin area     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401075 
5940584ab375246e8ab04360c9aaf01115cc4ade	dc4cfe08c56bcaefbe91513113169903e8ad0323	do not download  download latest stable from  downloads  tab minor ui changes  admin area   customer details page     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401063 
5940584ab375246e8ab04360c9aaf01115cc4ade	2a7cbbffc3d567cc3e22ab71285375f86aebd2fd	do not download  download latest stable from  downloads  tab display payment details on order details page  admin area     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40986 
ad2375e8dd61362a03173589072e9382b0aca15f	ad2375e8dd61362a03173589072e9382b0aca15f	do not download  download latest stable from  downloads  tab preselect a shipping method and payment method during checkout    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401111 
ad2375e8dd61362a03173589072e9382b0aca15f	5f890fbbd78d6602976abc8da4e9ed1de91753b1	do not download  download latest stable from  downloads  tab ccavenue  india  payment method    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401012 
4ff724bd91285a1edabc49d297bd73c8a881ddde	4ff724bd91285a1edabc49d297bd73c8a881ddde	do not download  download latest stable from  downloads  tab allow customers to select a store theme  configurable   disabled by default     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401109 
4ff724bd91285a1edabc49d297bd73c8a881ddde	411ad1190e217a313fcf6fc2439ed887f7eb7d43	do not download  download latest stable from  downloads  tab allow customers to email their wishlists  configurable     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401141 
4ff724bd91285a1edabc49d297bd73c8a881ddde	b7371a98d90f420e7157b0c4fe1ee09b6e13e54f	do not download  download latest stable from  downloads  tab allow store owner to download a backup    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401107 
4ff724bd91285a1edabc49d297bd73c8a881ddde	925ab0cca16264b0af59e51003b4e86b47451078	do not download  download latest stable from  downloads  tab allow customers to change their username  configurable     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401069 
896127a6dcc725eb3fae684df02b01cc21cb9701	896127a6dcc725eb3fae684df02b01cc21cb9701	do not download  download latest stable from  downloads  tab new discount type  applied to order subtotal   discount applied before tax     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401101 
896127a6dcc725eb3fae684df02b01cc21cb9701	69f267c2fc8107f5432941b2ad43a17303ab10a2	do not download  download latest stable from  downloads  tab further  applied to order subtotal  discount changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401103 
896127a6dcc725eb3fae684df02b01cc21cb9701	d963d8664ee2fc1700b59a4b12f29c33538df102	do not download  download latest stable from  downloads  tab further  applied to order subtotal  discount changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401102 
157da6d56143dbc234b192b11efae2cfa7d75c21	157da6d56143dbc234b192b11efae2cfa7d75c21	do not download  download latest stable from  downloads  tab maximum length of customer email username was increased to 100    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401098 
157da6d56143dbc234b192b11efae2cfa7d75c21	3ca188db010905f05066eb140fc04f4a61b3b6fe	do not download  download latest stable from  downloads  tab increased zip code maximum length to 30 chars    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401027 
c11ee92f55b4bb8cf2bbb0b808af759d9eb3c282	c11ee92f55b4bb8cf2bbb0b808af759d9eb3c282	do not download  download latest stable from  downloads  tab paypal standard  validate order total in paypalpdthandler aspx    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401097 
c11ee92f55b4bb8cf2bbb0b808af759d9eb3c282	6b60a3b9014bf8e1bb88029d53053bd2f82cc006	do not download  download latest stable from  downloads  tab don t redirect to paypal express if order total is zero    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401039 
a4fce4ecad13ce0283bd4fd85e1b0a8f74baf134	a4fce4ecad13ce0283bd4fd85e1b0a8f74baf134	do not download  download latest stable from  downloads  tab option to vote on polls for anonymous users  configurable     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401092 
a4fce4ecad13ce0283bd4fd85e1b0a8f74baf134	6498f071047fb85f5127715cab7e5f646a23efd0	do not download  download latest stable from  downloads  tab  call for price  option    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40973 
6494fffc02b4d0ea8914872f45c2da552a56b8b5	6494fffc02b4d0ea8914872f45c2da552a56b8b5	do not download  download latest stable from  downloads  tab wrong order date in customer emails issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401087 
6494fffc02b4d0ea8914872f45c2da552a56b8b5	1289051233e67e506dc35046a125727f32b51495	do not download  download latest stable from  downloads  tab typos fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401271 
6494fffc02b4d0ea8914872f45c2da552a56b8b5	fc67a26d99417d1ae3e5d428e0d0e039c157830f	do not download  download latest stable from  downloads  tab logtypeenum unknown issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401222 
6494fffc02b4d0ea8914872f45c2da552a56b8b5	679d77ee2a0318eebe37d5dc6746a177f6a1fa62	do not download  download latest stable from  downloads  tab copy product issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40988 
6494fffc02b4d0ea8914872f45c2da552a56b8b5	cca3d5b36cb4f12f3fcfe33ce9a67ceba45559f4	do not download  download latest stable from  downloads  tab minor issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40894 
50f7e78f0d866c328168336fdd394729950739ef	50f7e78f0d866c328168336fdd394729950739ef	do not download  download latest stable from  downloads  tab medium trust issue fixed  use fckeditor instead of htmleditor     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401086 
50f7e78f0d866c328168336fdd394729950739ef	c4474c51adbeb705dd14eabc4ffc5120f1ecfae1	do not download  download latest stable from  downloads  tab   medium trust issue fixed   typo fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401273 
50f7e78f0d866c328168336fdd394729950739ef	fc67a26d99417d1ae3e5d428e0d0e039c157830f	do not download  download latest stable from  downloads  tab logtypeenum unknown issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401222 
50f7e78f0d866c328168336fdd394729950739ef	679d77ee2a0318eebe37d5dc6746a177f6a1fa62	do not download  download latest stable from  downloads  tab copy product issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40988 
50f7e78f0d866c328168336fdd394729950739ef	cca3d5b36cb4f12f3fcfe33ce9a67ceba45559f4	do not download  download latest stable from  downloads  tab minor issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40894 
0a6a6dc729c1b76f0265acaa4ae32df720fe1cb4	0a6a6dc729c1b76f0265acaa4ae32df720fe1cb4	do not download  download latest stable from  downloads  tab allow store owner to set product page size for  search products  page    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401065 
0a6a6dc729c1b76f0265acaa4ae32df720fe1cb4	b7371a98d90f420e7157b0c4fe1ee09b6e13e54f	do not download  download latest stable from  downloads  tab allow store owner to download a backup    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401107 
0a6a6dc729c1b76f0265acaa4ae32df720fe1cb4	1f01469372749bfee5062d1625bacb60244a16c8	do not download  download latest stable from  downloads  tab allow store owner to view product variants on products page  admin area   products     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401072 
e056fa3ddd805462b7099b8e818a0ec002a75c38	e056fa3ddd805462b7099b8e818a0ec002a75c38	do not download  download latest stable from  downloads  tab  online customers  module  store maximum number of visitors    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401062 
e056fa3ddd805462b7099b8e818a0ec002a75c38	5b4439e7a20f278b27a77d0fba5e7c1c3c0c3920	do not download  download latest stable from  downloads  tab  online customers  module  display total number of registred customers and total number of visitors    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401059 
e056fa3ddd805462b7099b8e818a0ec002a75c38	9eae446e817fe340ef220cbff707c3b68645390e	do not download  download latest stable from  downloads  tab further online customers module changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40956 
e056fa3ddd805462b7099b8e818a0ec002a75c38	3cf90e03805590c6f44aea28b94079d233365b3e	do not download  download latest stable from  downloads  tab added online customers module    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 40950 
69efce52b0197f27ea5f264fc8f6147e88340f57	69efce52b0197f27ea5f264fc8f6147e88340f57	do not download  download latest stable from  downloads  tab set validaterequest to  false  for most of the pages    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401056 
69efce52b0197f27ea5f264fc8f6147e88340f57	cf7275f362112c8b28428ec5e1e2b0b9907921c7	do not download  download latest stable from  downloads  tab set validaterequest to false for account aspx page    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401047 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	do not download  download latest stable from  downloads  tab further  pass product names to paypal standard  changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401051 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	97ca101a466c6bdea4ff10b7df5b65d7efb8518b	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401278 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	15e5dcb9bced4f7f2d34ae7f0861e198fb8628b3	do not download  download latest stable from  downloads  tab minor changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401266 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	c2834ca8069c91b703abf7305a273ff326aeb8f4	do not download  download latest stable from  downloads  tab further ioc di changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401264 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	07dfe0e9c5294d2ee303d158a233425661c70c33	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401261 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	1a2677e172980adf053acb159f13c8b27a2fe498	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401260 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	1594f16da7892099b4df1910936f67dfc826e737	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401259 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	010134a2648ef52373f42fa56d558da56cb98242	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401258 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	8715e5921afe0b359e944d485b8f54e85801618a	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401246 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	2042e947fd472d08e627b5c9a401b9d4b3e1203b	do not download  download latest stable from  downloads  tab further ioc changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401219 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	b50f22a64f1f1d6b0bcb465735399640990e9112	do not download  download latest stable from  downloads  tab further ioc di changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401213 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	2c75e78e1ffd96fa41dbe2706f387901e5cfe1ef	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401209 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	f2198bb6ecc31365d0f0948c9dcd9a4645bfea36	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401208 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	6820d99472262bf890c235a3f9e1490cdb8d6a12	do not download  download latest stable from  downloads  tab further ioc changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401194 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	0e87aeed289253ac5bbcb1c7c30821209f9dc6ed	do not download  download latest stable from  downloads  tab further ioc changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401187 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	3cb6e56738be35a3080fac0fc529a86a5b74408f	do not download  download latest stable from  downloads  tab further changeset 57899 changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401153 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	c72bb23a2076fbdfc1b5d21aee42c93b4b6cb7d9	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401105 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	d08384b0be3c3996dc46aff9c2b7d0ab0247924d	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401096 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	12bffdfe6cdad603c751d7398fbf147e8298ccbf	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401088 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	e88fd2010b89d24efc4fd51ec0608a9f894f203f	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401080 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	9f6af538cab9907709e2eae949644058fd4d3b94	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401053 
bd6bf97ce42cf1bcce63a08ec157b6b1d7e88c26	cd85773a116f1be8b8aac10044d96c69336a8dc8	do not download  download latest stable from  downloads  tab pass product names to paypal standard  configurable   disabled by default     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401044 
